lng,lat,dom_turi,adres_tuman,dom_qavatlar_soni,kv_maydoni,kv_qavat,kv_xonalar_soni,maydon/xona,narxi
69.3531692,41.2694532,orta,Yashnobod,6,84.0,4,3,28.0,37800
69.1789807,41.2771751,past,Uchtepa,5,42.0,4,1,42.0,27500
69.1789807,41.2867929,past,Uchtepa,5,42.0,4,1,42.0,25000
69.1760005,41.2814223,past,Uchtepa,5,42.0,3,1,42.0,29500
69.2837907,41.2981824,orta,Mirobod,8,184.0,8,4,46.0,280000
69.1634633,41.2627949,past,Chilonzor,4,61.0,3,3,20.333333333333332,51500
69.1909015,41.2770171,past,Uchtepa,5,45.0,5,2,22.5,28500
69.200587,41.274633,orta,Chilonzor,9,60.0,3,3,20.0,65000
69.2552666,41.2818558,orta,Yakkasaroy,9,75.0,1,3,25.0,85000
69.2389163,41.2966126,orta,Yakkasaroy,9,50.0,3,2,25.0,40000
69.2517707,41.348243,past,Olmzor,4,42.0,3,1,42.0,35000
69.2951929,41.3201651,zamonaviy,Mirzo Ulugbek,25,80.0,12,3,26.666666666666668,200000
69.2303882,41.3187089,orta,Shayhontohur,9,80.0,9,3,26.666666666666668,85999
69.275364,41.295316,orta,Mirobod,12,155.0,2,4,38.75,130000
69.2773236,41.3245206,past,Yunusobod,4,52.0,2,2,26.0,74000
69.2281531,41.210633,orta,Sergeli,9,130.0,5,6,21.666666666666668,75000
69.2873919,41.3507755,orta,Yunusobod,9,111.0,6,3,37.0,110000
69.275878,41.296644,orta,Mirobod,9,75.0,6,3,25.0,92000
69.3056796,41.3310007,past,Mirzo Ulugbek,4,68.0,3,3,22.666666666666668,82000
69.2415634,41.2673079,orta,Yakkasaroy,9,116.0,3,5,23.2,87000
69.1839655,41.2902787,past,Uchtepa,4,48.0,1,2,24.0,42000
69.200587,41.274633,past,Chilonzor,4,30.0,1,1,30.0,26700
69.2729933,41.2890324,orta,Mirobod,9,72.0,4,3,24.0,80000
69.2241603,41.2677499,past,Yakkasaroy,5,50.0,3,2,25.0,65000
69.1760005,41.2814223,orta,Uchtepa,9,98.0,2,4,24.5,75000
69.2674405,41.295209,past,Yakkasaroy,5,52.0,4,2,26.0,61000
69.2729933,41.2890324,orta,Mirobod,9,62.0,5,2,31.0,76000
69.2102725,41.3275402,past,Shayhontohur,4,317.0,1,5,63.4,250000
69.2550845,41.3255305,orta,Shayhontohur,9,70.0,5,3,23.333333333333332,58000
69.2898134,41.3052221,past,Yashnobod,4,100.0,1,4,25.0,107000
69.2595082,41.2986859,orta,Yakkasaroy,12,50.0,4,1,50.0,52000
69.3875774,41.3427418,past,Mirzo Ulugbek,4,92.0,2,4,23.0,65000
69.2792998,41.3028425,orta,Mirobod,8,120.0,3,3,40.0,125000
69.2552666,41.2818558,past,Yakkasaroy,4,42.0,4,2,21.0,40500
69.2601933,41.2911414,orta,Yakkasaroy,9,55.0,3,2,27.5,50500
69.2937133,41.2758912,orta,Mirobod,9,160.0,4,4,40.0,260000
69.2601933,41.2911414,past,Yakkasaroy,5,34.0,2,1,34.0,56000
69.275878,41.296644,past,Mirobod,4,58.0,2,2,29.0,62000
69.3419071,41.2922516,past,Yashnobod,5,50.0,1,2,25.0,42000
69.2892434,41.3171406,orta,Mirzo Ulugbek,8,131.0,2,3,43.666666666666664,165000
69.275878,41.296644,past,Mirobod,4,75.0,2,3,25.0,75000
69.1692951,41.2879715,past,Uchtepa,4,70.0,3,3,23.333333333333332,40000
69.3228615,41.3146381,past,Yashnobod,5,55.0,4,2,27.5,73500
69.2773236,41.3245206,orta,Yunusobod,8,90.0,2,2,45.0,110000
69.3020656,41.3163152,orta,Mirzo Ulugbek,9,60.0,1,2,30.0,58000
69.1737654,41.2924208,past,Uchtepa,4,65.0,4,3,21.666666666666668,44500
69.1968618,41.2829494,orta,Chilonzor,9,70.0,2,2,35.0,80000
69.1737654,41.2924208,past,Uchtepa,4,46.0,2,2,23.0,37000
69.20291280000001,41.2985011,past,Chilonzor,4,50.0,1,2,25.0,35500
69.2937133,41.2758912,past,Mirobod,4,70.0,3,3,23.333333333333332,42000
69.2771853,41.374408,past,Yunusobod,5,60.0,4,2,30.0,38000
69.286357,41.2983743,orta,Mirobod,8,182.0,5,4,45.5,290000
69.3200203,41.3196379,past,Olmzor,5,57.0,5,2,28.5,33000
69.2855185,41.2460792,orta,Sergeli,9,125.0,6,5,25.0,51000
69.1819609,41.2657122,past,Chilonzor,4,50.0,4,2,25.0,34000
69.2773236,41.3653679,past,Yunusobod,5,90.0,4,4,22.5,55000
69.1909015,41.2962523,orta,Uchtepa,6,56.0,6,2,28.0,37500
69.3200203,41.3196379,past,Olmzor,5,59.0,5,2,29.5,33000
69.164452,41.297802,orta,Shayhontohur,6,95.0,3,3,31.666666666666668,39000
69.1576663,41.2821153,orta,Uchtepa,9,96.0,5,4,24.0,49900
69.200587,41.274633,past,Chilonzor,4,48.0,1,2,24.0,39000
69.5886868,41.4245218,past,Yashnobod,5,45.82,1,2,22.91,29000
69.1968618,41.2901628,past,Chilonzor,5,51.0,5,2,25.5,32500
69.303611,41.322142,past,Mirzo Ulugbek,4,70.0,4,3,23.333333333333332,75000
69.1961168,41.271386,past,Chilonzor,4,37.0,1,1,37.0,26500
69.2281531,41.3645355,orta,Olmzor,9,69.0,3,2,34.5,40795
69.2803036,41.3298867,past,Yunusobod,4,84.0,3,4,21.0,73000
69.2288981,41.2847707,past,Olmzor,4,69.33,2,3,23.11,46000
69.1986902,41.3693776,past,Olmzor,5,86.0,1,4,21.5,57000
69.2058023,41.2894422,past,Chilonzor,4,48.0,2,2,24.0,44000
69.2108826,41.2694847,past,Chilonzor,3,138.0,1,4,34.5,135000
69.2892434,41.3171406,past,Mirzo Ulugbek,4,42.0,2,1,42.0,62000
69.2601933,41.2911414,orta,Yakkasaroy,8,105.0,1,3,35.0,112000
69.2773236,41.3197131,orta,Yunusobod,10,80.0,1,3,26.666666666666668,90000
69.2616233,41.2789896,orta,Yakkasaroy,10,80.0,1,3,26.666666666666668,90000
69.2773236,41.3245206,past,Yunusobod,4,54.0,2,2,27.0,58000
69.2552666,41.2818558,orta,Yakkasaroy,9,75.0,3,3,25.0,53000
69.2665263,41.2834892,past,Shayhontohur,4,55.0,3,2,27.5,43000
69.2415634,41.2673079,past,Yakkasaroy,3,27.0,3,1,27.0,19500
69.2070187,41.3476118,orta,Olmzor,9,50.0,1,2,25.0,37000
69.2094809,41.3597078,orta,Olmzor,9,58.0,2,2,29.0,34000
69.3438785,41.3129727,past,Mirzo Ulugbek,3,45.0,3,2,22.5,26000
69.2798373,41.3753451,past,Yunusobod,5,45.0,5,1,45.0,24000
69.3235123,41.286283,past,Yashnobod,3,58.0,3,2,29.0,37000
69.3473509,41.3292204,past,Mirzo Ulugbek,4,74.0,4,3,24.666666666666668,51000
69.2922234,41.3104865,past,Mirzo Ulugbek,4,80.0,1,3,26.666666666666668,98000
69.2773236,41.3245206,orta,Yunusobod,9,110.0,3,4,27.5,88000
69.275878,41.296644,past,Mirobod,4,70.0,2,3,23.333333333333332,60000
69.1789807,41.2867929,past,Uchtepa,5,80.0,5,4,20.0,45000
69.1804708,41.2978921,orta,Uchtepa,12,100.0,4,3,33.333333333333336,54000
69.2552666,41.2818558,orta,Yakkasaroy,10,110.0,3,4,27.5,73000
69.2773236,41.3245206,orta,Yunusobod,9,46.0,7,1,46.0,39500
69.1909015,41.2962523,past,Uchtepa,4,78.0,2,3,26.0,56000
69.3473509,41.3292204,past,Mirzo Ulugbek,3,48.0,3,2,24.0,33000
69.2996732,41.3587493,past,Yunusobod,4,99.0,1,4,24.75,72000
69.2460335,41.2765672,orta,Yakkasaroy,9,29.0,9,1,29.0,15714
69.262388,41.296195,orta,Yakkasaroy,9,65.0,2,2,32.5,52500
69.293391,41.314662,past,Mirzo Ulugbek,5,50.0,1,2,25.0,52000
69.1789807,41.2771751,past,Uchtepa,4,80.0,1,4,20.0,58000
69.1670599,41.2797359,past,Uchtepa,5,54.0,5,2,27.0,30000
69.1760005,41.2814223,past,Uchtepa,5,90.0,2,3,30.0,65000
69.1760005,41.2814223,past,Uchtepa,4,50.0,4,2,25.0,33000
69.182706,41.2953086,past,Uchtepa,4,91.0,2,4,22.75,65000
69.307123,41.2459142,past,Mirobod,4,61.0,2,2,30.5,39000
69.2892434,41.3700057,orta,Yunusobod,9,101.0,8,3,33.666666666666664,125000
69.3227629,41.3043723,orta,Yashnobod,9,74.0,8,3,24.666666666666668,59500
69.2601886,41.3267124,orta,Shayhontohur,9,72.0,2,3,24.0,58999
69.228478,41.270004,past,Yakkasaroy,4,65.5,2,3,21.833333333333332,60800
69.3473509,41.3292204,past,Mirzo Ulugbek,5,73.0,5,3,24.333333333333332,39000
69.2771853,41.374408,past,Yunusobod,5,60.0,4,2,30.0,37000
69.3531692,41.2694532,orta,Yashnobod,6,59.0,3,1,59.0,23600
69.1760005,41.2814223,past,Uchtepa,5,47.0,5,2,23.5,32000
69.1760005,41.2814223,past,Uchtepa,5,80.0,1,4,20.0,70000
69.1760005,41.2814223,past,Uchtepa,5,80.0,5,4,20.0,43000
69.2058023,41.2798237,past,Chilonzor,5,42.0,4,2,21.0,28500
69.182706,41.2953086,past,Uchtepa,5,42.0,2,1,42.0,28000
69.3230626,41.3215876,past,Mirzo Ulugbek,4,55.0,4,2,27.5,35000
69.2817965,41.3616967,past,Yunusobod,4,50.0,4,2,25.0,33500
69.2257684,41.2135863,orta,Sergeli,7,44.0,5,1,44.0,29000
69.2665263,41.2834892,past,Shayhontohur,4,70.0,2,3,23.333333333333332,70000
69.2454228,41.2876117,past,Yakkasaroy,4,36.0,1,2,18.0,30000
69.2942285,41.325724,orta,Mirzo Ulugbek,9,138.0,5,4,34.5,295000
69.363559,41.354643,past,Mirzo Ulugbek,5,52.0,1,2,26.0,31000
69.2290098,41.2885649,orta,Yakkasaroy,8,75.0,6,3,25.0,115000
69.3585936,41.3550649,past,Mirzo Ulugbek,4,50.0,3,2,25.0,40000
69.2601886,41.3267124,orta,Shayhontohur,9,78.0,6,3,26.0,55000
69.2743143,41.2846588,past,Mirobod,4,61.0,4,3,20.333333333333332,60000
69.1789807,41.2771751,past,Uchtepa,5,48.0,5,2,24.0,27500
69.1789807,41.2771751,past,Uchtepa,5,42.0,3,1,42.0,32000
69.1670599,41.2797359,past,Uchtepa,5,80.0,5,4,20.0,48000
69.1760005,41.2814223,past,Uchtepa,4,42.0,1,2,21.0,32000
69.2254764,41.2638329,orta,Yakkasaroy,8,98.0,6,2,49.0,95000
69.2288981,41.2847707,past,Olmzor,4,70.0,3,3,23.333333333333332,41000
69.3235123,41.286283,orta,Yashnobod,9,75.0,4,3,25.0,62000
69.3013967,41.3200874,orta,Mirzo Ulugbek,9,130.0,3,3,43.333333333333336,155000
69.2769129,41.2910722,past,Mirobod,4,120.0,1,4,30.0,135000
69.2087824,41.2250464,orta,Sergeli,7,56.0,1,3,18.666666666666668,45000
69.2810486,41.3714709,past,Yunusobod,4,70.0,1,3,23.333333333333332,60000
69.1849411,41.2710841,orta,Chilonzor,10,98.0,8,3,32.666666666666664,60000
69.2356033,41.357531,past,Olmzor,4,100.0,4,5,20.0,54000
69.2769129,41.2910722,orta,Mirobod,9,121.0,5,4,30.25,115000
69.2771853,41.374408,past,Yunusobod,5,58.0,4,2,29.0,33500
69.307123,41.2459142,past,Mirobod,5,92.0,2,4,23.0,55000
69.2899884,41.246917,orta,Sergeli,9,80.0,8,3,26.666666666666668,41000
69.363559,41.354643,past,Mirzo Ulugbek,4,72.0,4,3,24.0,41000
69.3413913,41.236675,past,Bektemir,2,41.0,2,1,41.0,19000
69.2788341,41.3351524,past,Yunusobod,5,200.0,4,4,50.0,220000
69.2904598,41.3322872,orta,Yunusobod,8,280.0,6,5,56.0,320000
69.1986902,41.3693776,past,Olmzor,5,83.0,5,4,20.75,40000
69.2937133,41.2758912,past,Yakkasaroy,4,72.0,3,3,24.0,95000
69.4516388,41.4087377,past,Mirzo Ulugbek,4,60.0,4,3,20.0,29000
69.2415634,41.2673079,orta,Yakkasaroy,9,76.0,5,3,25.333333333333332,43500
69.2415634,41.2673079,past,Yakkasaroy,5,38.0,2,1,38.0,27500
69.2415634,41.2673079,past,Yakkasaroy,5,58.0,5,2,29.0,41000
69.3585936,41.3550649,past,Mirzo Ulugbek,5,80.0,5,4,20.0,47000
69.2922234,41.3104865,past,Mirzo Ulugbek,4,80.0,4,3,26.666666666666668,88000
69.3585936,41.3550649,past,Mirzo Ulugbek,4,36.0,4,1,36.0,21000
69.2773236,41.3245206,orta,Yunusobod,8,254.0,1,5,50.8,285000
69.2773236,41.3197131,orta,Yunusobod,8,252.0,1,6,42.0,285000
69.1737654,41.2924208,past,Uchtepa,4,40.0,2,1,40.0,26500
69.2892434,41.3700057,past,Yunusobod,4,52.0,3,2,26.0,75000
69.2361597,41.2907835,orta,Mirobod,9,65.0,5,2,32.5,71000
69.1916465,41.2729489,past,Chilonzor,4,48.0,3,2,24.0,31000
69.3041431,41.3776023,orta,Yunusobod,9,85.0,5,2,42.5,105000
69.309823,41.3057763,orta,Yashnobod,6,59.0,3,2,29.5,25408
69.223683,41.2855934,past,Chilonzor,4,32.0,3,1,32.0,30000
69.2953473,41.2759614,past,Mirobod,2,65.0,2,3,21.666666666666668,32500
69.2892434,41.3700057,past,Yunusobod,4,65.0,3,2,32.5,76000
69.1926482,41.3595375,past,Olmzor,4,183.0,3,3,61.0,90000
69.1909015,41.2962523,past,Uchtepa,4,50.0,1,2,25.0,40000
69.223683,41.2807837,past,Olmzor,4,130.0,4,4,32.5,80000
69.3415733,41.2785565,orta,Yashnobod,8,42.0,4,1,42.0,14800
69.2281531,41.3645355,past,Olmzor,5,96.0,4,3,32.0,145000
69.2922234,41.3104865,past,Mirzo Ulugbek,4,88.0,2,3,29.333333333333332,132000
69.1968618,41.2829494,orta,Chilonzor,7,84.0,3,2,42.0,69000
69.2922234,41.3104865,past,Mirzo Ulugbek,4,85.0,4,3,28.333333333333332,84000
69.2892434,41.3700057,orta,Yunusobod,9,60.0,6,2,30.0,55000
69.227256,41.300608,past,Chilonzor,4,77.0,1,3,25.666666666666668,48000
69.2058023,41.2894422,past,Chilonzor,4,60.0,4,3,20.0,57500
69.1804708,41.259418,past,Chilonzor,4,135.0,4,4,33.75,95000
69.1670599,41.2797359,orta,Uchtepa,9,97.0,1,4,24.25,82000
69.2473656,41.2773019,orta,Yakkasaroy,9,82.0,6,2,41.0,49200
69.1789807,41.2867929,past,Uchtepa,4,40.0,1,1,40.0,25500
69.2792998,41.3028425,orta,Mirobod,9,130.0,3,4,32.5,105000
69.2415634,41.2673079,past,Yakkasaroy,5,64.0,1,2,32.0,42000
69.1760005,41.2814223,orta,Uchtepa,9,72.0,4,3,24.0,43500
69.329571,41.341463,past,Mirzo Ulugbek,3,26.0,1,1,26.0,17000
69.3234929,41.31512,orta,Mirzo Ulugbek,7,100.0,5,3,33.333333333333336,70000
69.2731845,41.3053155,past,Yashnobod,4,72.0,4,3,24.0,80000
69.3099734,41.273215,orta,Mirobod,9,62.0,9,2,31.0,46000
69.2704923,41.2854294,past,Mirobod,4,75.0,3,3,25.0,75000
69.327542,41.3261864,past,Mirzo Ulugbek,4,35.0,4,1,35.0,29000
69.3246635,41.319567,past,Mirzo Ulugbek,5,41.0,1,1,41.0,28000
69.2415634,41.2673079,past,Yakkasaroy,5,39.0,1,1,39.0,26700
69.3019081,41.3825869,orta,Yunusobod,9,94.0,1,4,23.5,66000
69.1931366,41.3621443,past,Olmzor,4,70.0,4,3,23.333333333333332,37500
69.2922234,41.3104865,past,Mirzo Ulugbek,4,80.0,3,3,26.666666666666668,115000
69.2058023,41.2894422,past,Chilonzor,4,50.0,2,2,25.0,46000
69.2922234,41.3104865,past,Mirzo Ulugbek,4,90.0,2,4,22.5,123000
69.2865609,41.3454697,orta,Yunusobod,8,254.0,1,5,50.8,285000
69.2922234,41.3104865,past,Mirzo Ulugbek,4,42.0,2,2,21.0,81000
69.3235746,41.3133669,orta,Mirzo Ulugbek,7,90.0,4,3,30.0,55500
69.2937133,41.2758912,orta,Mirobod,8,121.0,2,4,30.25,140000
69.182706,41.2953086,past,Uchtepa,5,80.0,3,4,20.0,52000
69.223683,41.2855934,past,Chilonzor,3,30.0,1,1,30.0,25000
69.283656,41.3019672,past,Mirzo Ulugbek,4,70.0,3,3,23.333333333333332,100000
69.2922234,41.3104865,past,Mirzo Ulugbek,5,105.0,5,3,35.0,100000
69.2232092,41.3239567,past,Mirzo Ulugbek,5,72.0,4,3,24.0,67000
69.2803036,41.3298867,past,Yunusobod,4,70.0,1,3,23.333333333333332,72500
69.2631768,41.2854202,orta,Yakkasaroy,10,105.0,7,3,35.0,135000
69.2922234,41.3104865,past,Mirzo Ulugbek,4,55.0,4,2,27.5,60000
69.1781265,41.2601131,past,Chilonzor,4,72.0,2,3,24.0,54000
69.2922234,41.3104865,past,Mirzo Ulugbek,4,40.0,3,1,40.0,60000
69.2169777,41.2813259,orta,Chilonzor,8,132.0,3,4,33.0,88308
69.2419499,41.3114122,orta,Shayhontohur,9,68.41,4,3,22.80333333333333,60000
69.2169777,41.2813259,orta,Chilonzor,8,97.0,4,3,32.333333333333336,64505
69.2922234,41.3104865,past,Mirzo Ulugbek,4,59.0,2,2,29.5,57500
69.2058023,41.2798237,orta,Chilonzor,8,97.0,3,3,32.333333333333336,64505
69.2922234,41.3104865,orta,Mirzo Ulugbek,9,62.0,9,2,31.0,56500
69.2058023,41.2798237,orta,Chilonzor,8,97.0,7,3,32.333333333333336,67997
69.2552666,41.2818558,past,Yakkasaroy,5,46.0,3,2,23.0,46500
69.3577802,41.2987036,past,Yashnobod,5,45.0,2,1,45.0,26000
69.4292923,41.4153867,orta,Yunusobod,7,140.0,7,5,28.0,77000
69.2512486,41.2697288,past,Yakkasaroy,5,39.0,5,1,39.0,26700
69.1700401,41.3451812,past,Shayhontohur,5,125.0,1,4,31.25,118000
69.3139918,41.2447097,past,Mirobod,4,43.0,4,2,21.5,20800
69.2870704,41.3090182,orta,Yashnobod,9,72.0,8,3,24.0,64000
69.188987,41.329543,past,Shayhontohur,2,150.0,2,5,30.0,138000
69.2102725,41.3275402,orta,Shayhontohur,7,75.0,4,2,37.5,47000
69.2058023,41.2798237,orta,Chilonzor,8,97.0,7,3,32.333333333333336,67997
69.2773236,41.3197131,past,Yunusobod,4,42.0,3,1,42.0,48500
69.2512486,41.2697288,orta,Yakkasaroy,9,116.0,3,5,23.2,88000
69.2058023,41.2798237,orta,Chilonzor,8,97.0,2,3,32.333333333333336,66445
69.2922234,41.3104865,past,Mirzo Ulugbek,5,43.0,5,2,21.5,49000
69.2058023,41.2798237,orta,Chilonzor,8,132.0,1,4,33.0,96096
69.2058023,41.2798237,orta,Chilonzor,8,97.0,1,3,32.333333333333336,72944
69.2730715,41.2983828,orta,Mirobod,9,110.0,5,3,36.666666666666664,105000
69.2087824,41.2250464,orta,Sergeli,9,96.0,8,4,24.0,46000
69.2058023,41.2798237,orta,Chilonzor,8,97.0,1,3,32.333333333333336,72750
69.3235123,41.286283,orta,Yashnobod,8,37.0,2,1,37.0,13067
69.2058023,41.2798237,orta,Chilonzor,8,97.0,8,3,32.333333333333336,59849
69.1879213,41.281265,past,Uchtepa,4,57.0,1,2,28.5,40000
69.301793,41.3279327,orta,Mirzo Ulugbek,6,126.0,5,3,42.0,141922
69.284744,41.337706,past,Yunusobod,5,55.0,5,2,27.5,29500
69.293391,41.314662,past,Mirzo Ulugbek,5,57.0,5,2,28.5,45000
69.2058023,41.2798237,orta,Chilonzor,8,97.0,5,3,32.333333333333336,61692
69.2773236,41.3197131,past,Yunusobod,4,68.0,3,3,22.666666666666668,63000
69.223683,41.2807837,past,Chilonzor,3,24.0,3,1,24.0,20000
69.2922234,41.3104865,past,Mirzo Ulugbek,4,80.0,2,3,26.666666666666668,92000
69.2803036,41.3298867,past,Yunusobod,4,100.0,2,3,33.333333333333336,88000
69.2773236,41.3197131,past,Yunusobod,2,82.0,1,4,20.5,104000
69.279218,41.3029081,past,Mirobod,4,65.0,2,2,32.5,85000
69.2773236,41.3197131,past,Yunusobod,4,88.0,4,4,22.0,78000
69.228478,41.270004,past,Yunusobod,5,90.0,4,4,22.5,150000
69.2460335,41.2765672,past,Yakkasaroy,5,130.0,1,4,32.5,236000
69.2624237,41.218274,orta,Sergeli,9,105.6,9,3,35.199999999999996,45474
69.2494613,41.2894034,past,Yakkasaroy,3,70.0,3,3,23.333333333333332,55000
69.266246,41.2845992,balan,Yakkasaroy,16,43.0,5,1,43.0,38500
69.2415634,41.2673079,past,Yakkasaroy,5,115.0,4,5,23.0,70500
69.2915505,41.3057745,past,Yashnobod,4,80.0,2,3,26.666666666666668,74000
69.223683,41.2855934,past,Chilonzor,4,42.0,2,2,21.0,32500
69.1804708,41.2978921,past,Uchtepa,4,42.0,1,2,21.0,34000
69.2087824,41.2948119,past,Chilonzor,4,40.0,3,2,20.0,38500
69.2730715,41.2983828,orta,Mirobod,9,83.0,7,3,27.666666666666668,65000
69.1916465,41.2729489,orta,Uchtepa,9,115.0,6,3,38.333333333333336,80000
69.2944583,41.363177,orta,Yunusobod,9,97.0,2,4,24.25,80000
69.1849411,41.2710841,past,Chilonzor,4,120.0,1,6,20.0,84000
69.2730715,41.2983828,orta,Mirobod,9,200.0,6,4,50.0,162000
69.2898134,41.3052221,orta,Yashnobod,9,75.0,5,3,25.0,79000
69.3689542,41.3326551,past,Mirzo Ulugbek,5,76.0,2,3,25.333333333333332,57000
69.2087824,41.2948119,past,Chilonzor,4,54.0,4,3,18.0,37000
69.1952565,41.3268984,orta,Shayhontohur,9,72.0,8,3,24.0,42500
69.2091083,41.3591123,past,Olmzor,5,40.0,5,1,40.0,23500
69.2281531,41.3645355,past,Olmzor,4,60.0,1,2,30.0,40000
69.3228615,41.3146381,orta,Mirzo Ulugbek,9,63.0,4,2,31.5,55500
69.2757032,41.2908449,orta,Mirobod,9,120.0,8,5,24.0,115000
69.2769129,41.2910722,balan,Mirobod,16,100.0,2,4,25.0,98000
69.2117625,41.2207926,orta,Sergeli,9,120.0,9,5,24.0,59000
69.2638823,41.3051824,orta,Mirobod,7,105.0,7,3,35.0,95000
69.2636285,41.3011918,orta,Mirobod,7,94.0,2,3,31.333333333333332,96000
69.3013967,41.3200874,orta,Mirzo Ulugbek,9,75.0,4,3,25.0,66000
69.2582738,41.2892951,orta,Yakkasaroy,7,83.0,5,2,41.5,77000
69.2691667,41.3086111,orta,Mirobod,9,75.0,6,3,25.0,103000
69.2512486,41.2697288,orta,Yakkasaroy,9,105.0,1,4,26.25,67000
69.2937133,41.2758912,past,Mirobod,1,40.0,1,2,20.0,23500
69.2892434,41.3171406,past,Mirzo Ulugbek,4,60.0,2,2,30.0,78000
69.275364,41.295316,orta,Mirobod,9,38.0,2,1,38.0,38000
69.2582738,41.2892951,orta,Yakkasaroy,9,215.0,8,5,43.0,165000
69.2865609,41.3454697,past,Yunusobod,4,105.0,3,3,35.0,69000
69.275364,41.295316,orta,Mirobod,12,90.0,9,2,45.0,65000
69.2730715,41.2983828,orta,Mirobod,9,75.0,9,3,25.0,56000
69.2691667,41.3086111,orta,Mirobod,9,125.0,4,3,41.666666666666664,130000
69.2691667,41.3086111,orta,Mirobod,9,75.0,3,2,37.5,91000
69.2795931,41.2920483,orta,Mirobod,9,80.0,1,2,40.0,88000
69.2730715,41.2983828,orta,Mirobod,9,75.0,9,3,25.0,80000
69.2567896,41.2823082,balan,Yakkasaroy,16,80.0,11,3,26.666666666666668,48000
69.2785087,41.2991561,past,Mirobod,4,53.0,3,2,26.5,54000
69.2750782,41.2897492,past,Yashnobod,4,140.0,2,3,46.666666666666664,140000
69.275364,41.295316,balan,Mirobod,16,120.0,13,5,24.0,115000
69.2582738,41.2892951,orta,Yakkasaroy,9,70.0,1,2,35.0,56000
69.2460335,41.2765672,balan,Yakkasaroy,16,150.0,4,4,37.5,64000
69.2773236,41.3197131,past,Yunusobod,4,86.0,4,4,21.5,63000
69.3659745,41.294821,balan,Yashnobod,13,93.0,2,3,31.0,33776
69.2773236,41.3197131,orta,Yunusobod,9,110.0,3,4,27.5,88000
69.2773236,41.3197131,past,Yunusobod,4,65.0,2,1,65.0,75500
69.2773236,41.3197131,past,Yunusobod,4,51.0,3,2,25.5,50000
69.2773236,41.3197131,orta,Yunusobod,9,60.0,2,2,30.0,44500
69.1849411,41.2710841,orta,Chilonzor,7,95.0,7,3,31.666666666666668,40858
69.3473509,41.3292204,past,Mirzo Ulugbek,5,80.0,5,3,26.666666666666668,36000
69.1804708,41.259418,past,Chilonzor,5,68.0,3,3,22.666666666666668,42000
69.2922234,41.3104865,past,Mirzo Ulugbek,4,86.0,3,3,28.666666666666668,93000
69.2892434,41.3171406,orta,Mirzo Ulugbek,9,101.0,6,5,20.2,86000
69.2922234,41.3104865,past,Mirzo Ulugbek,5,60.0,1,2,30.0,71000
69.2803036,41.3298867,past,Yunusobod,4,40.0,2,1,40.0,62500
69.3235123,41.286283,past,Yashnobod,5,70.0,2,3,23.333333333333332,47000
69.259765,41.3082169,orta,Yunusobod,9,125.0,5,3,41.666666666666664,110000
69.2773236,41.3197131,orta,Yunusobod,9,60.0,9,2,30.0,49999
69.3659745,41.294821,orta,Yashnobod,9,94.0,5,4,23.5,65000
69.2773236,41.3197131,past,Yunusobod,4,90.0,2,4,22.5,78000
69.2773236,41.3197131,past,Yunusobod,4,74.0,4,3,24.666666666666668,64000
69.3673417,41.3604641,past,Mirzo Ulugbek,4,70.0,4,3,23.333333333333332,32500
69.2922234,41.3104865,past,Mirzo Ulugbek,4,100.0,3,4,25.0,88000
69.3875774,41.3619703,past,Mirzo Ulugbek,4,38.51,3,1,38.51,21000
69.3585936,41.3550649,past,Mirzo Ulugbek,4,50.0,4,2,25.0,26500
69.2803036,41.3298867,past,Yunusobod,4,86.0,2,4,21.5,74000
69.3585936,41.3550649,past,Mirzo Ulugbek,4,51.0,4,2,25.5,25500
69.2512486,41.2697288,orta,Yakkasaroy,9,76.0,5,3,25.333333333333332,43500
69.3394016,41.3440562,past,Mirzo Ulugbek,4,34.0,4,1,34.0,20500
69.3864972,41.3537224,past,Mirzo Ulugbek,4,70.0,2,3,23.333333333333332,36000
69.2400734,41.2994958,past,Yangihayot,4,28.0,1,2,14.0,23000
69.2415634,41.2673079,past,Yakkasaroy,5,52.0,4,2,26.0,32500
69.2527386,41.3289182,orta,Shayhontohur,9,72.0,2,3,24.0,58500
69.2982672,41.3242397,orta,Mirzo Ulugbek,7,110.0,4,3,36.666666666666664,158000
69.3491897,41.2853546,past,Yashnobod,5,58.0,5,2,29.0,31000
69.2415634,41.2673079,past,Yakkasaroy,5,113.0,4,5,22.6,70000
69.2729002,41.2887143,orta,Mirobod,6,50.0,5,2,25.0,60000
69.3250022,41.3118164,orta,Yashnobod,9,62.0,7,2,31.0,33500
69.2281531,41.210633,orta,Sergeli,7,43.0,2,2,21.5,31000
69.2878747,41.3528936,past,Yunusobod,4,34.0,3,1,34.0,24500
69.3235746,41.3133669,orta,Mirzo Ulugbek,8,80.0,7,3,26.666666666666668,70000
69.3228615,41.3146381,orta,Yashnobod,9,75.0,4,3,25.0,53000
69.275878,41.296644,past,Mirobod,4,67.0,2,3,22.333333333333332,60000
69.3473509,41.3292204,past,Mirzo Ulugbek,5,35.0,3,1,35.0,32500
69.3235746,41.3133669,orta,Mirzo Ulugbek,9,88.0,5,3,29.333333333333332,105000
69.1871884,41.2750057,past,Chilonzor,5,80.0,3,4,20.0,45000
69.307123,41.3709551,past,Yunusobod,5,105.0,3,5,21.0,95000
69.2415634,41.2673079,past,Yakkasaroy,5,90.0,5,3,30.0,45000
