lng,lat,maydoni,narxi
69.3289081,41.290228,51.0,43250.0
69.329196,41.3373845,64.71428571428571,60857.142857142855
69.329571,41.341463,26.0,17000.0
69.3295723,41.2712086,59.5,26000.0
69.3296254,41.2372743,100.0,44900.0
69.330217,41.3398383,29.0,24000.0
69.3303798,41.3124784,105.0,63450.0
69.330557,41.351741,35.0,24500.0
69.3312541,41.3105015,91.33333333333333,72333.33333333333
69.331719,41.239092,91.66666666666667,57333.333333333336
69.3323894,41.3462538,48.666666666666664,41333.333333333336
69.3328133,41.3466485,111.21666666666667,79214.93333333333
69.3328188,41.3287119,65.0,47000.0
69.3330106,41.3317977,24.0,14000.0
69.3331577,41.3310735,77.0,65000.0
69.3341149,41.3108224,71.71428571428571,60571.42857142857
69.334203,41.3087106,67.5,40850.0
69.3343334,41.3337428,72.0,58000.0
69.3346235,41.310115,110.0,85000.0
69.3350592,41.3326316,60.0,31500.0
69.3354166,41.3076457,76.0,61413.0
69.335535,41.327222,46.0,35000.0
69.3361766,41.3649834,51.0,32500.0
69.3365491,41.3293043,40.0,34000.0
69.3366373,41.3129503,170.5,123500.0
69.3377138,41.3067626,82.0,58000.0
69.3382775,41.2810181,84.0,45000.0
69.3389519,41.3392308,47.75,40000.0
69.3394016,41.3440562,34.0,20500.0
69.3396252,41.3212008,79.0,45000.0
69.3396301,41.347516,72.0,46000.0
69.3398726,41.3238119,70.5,53000.0
69.3401073,41.3184239,65.0,55000.0
69.340163,41.339688,52.36363636363637,34272.72727272727
69.3401778,41.2940271,55.0,30800.0
69.3406464,41.2888862,46.0,28500.0
69.3413913,41.236675,35.5,22550.0
69.3415733,41.2785565,50.199999999999996,18949.428571428572
69.3418087,41.2966518,53.3525,28750.0
69.3419071,41.2922516,55.63276595744681,36586.59574468085
69.341948,41.341996,60.0,55000.0
69.3425087,41.3520511,86.0,50000.0
69.3434849,41.2896055,51.9575,33779.95
69.34359,41.3357758,62.888888888888886,60611.11111111111
69.3437258,41.2535107,57.833333333333336,26083.333333333332
69.3438785,41.3129727,82.66666666666667,58333.333333333336
69.3439999,41.3015152,67.0,39000.0
69.3443711,41.3502965,28.0,23500.0
69.3443969,41.2889821,66.25,41500.0
69.3445023,41.289028,77.0,50000.0
69.3447348,41.3445193,48.666666666666664,30285.185185185186
69.3450695,41.3448318,30.0,25000.0
69.3453112,41.34507,32.5,22500.0
69.3456065,41.2984421,81.625,62687.5
69.345861,41.2964765,46.25,32125.0
69.3467324,41.3482223,29.0,23990.0
69.3473509,41.3292204,65.38068965517242,45477.36781609195
69.3490899,41.2668347,48.0,18385.0
69.3491897,41.2853546,55.44444444444444,29322.222222222223
69.3492091,41.2837457,78.0,38500.0
69.3496224,41.2832159,54.0,40000.0
69.3499338,41.2874096,66.2,34160.0
69.3512693,41.2778157,50.0,23000.0
69.3519255,41.3531944,34.260000000000005,20220.0
69.3525647,41.2585846,72.0,46000.0
69.3531692,41.2694532,73.72222222222223,31738.88888888889
69.3548004,41.3606566,53.794117647058826,36988.117647058825
69.3550372,41.334934,70.0,40500.0
69.3556865,41.265404,68.205,27738.5
69.3570255,41.3423004,60.0,32000.0
69.3577802,41.2987036,62.333333333333336,34540.75
69.3582459,41.3470548,35.0,30000.0
69.3585936,41.3550649,56.83657534246575,35745.69863013698
69.3602729,41.3351692,86.0,63000.0
69.3607584,41.3422244,72.5,53125.0
69.3607599,41.292043,78.0,43333.166666666664
69.3625524,41.3318165,61.0,42000.0
69.363559,41.354643,58.46666666666667,35600.0
69.3635622,41.3483691,55.666666666666664,37166.666666666664
69.3644846,41.3318205,66.29235294117647,45117.64705882353
69.3649686,41.2968466,62.333333333333336,41998.666666666664
69.3659745,41.294821,73.29230769230769,42854.61538461538
69.3673417,41.3604641,64.61666666666666,37650.0
69.3675816,41.3576548,62.625,38150.0
69.3683508,41.3254873,140.0,70000.0
69.3688617,41.3351702,79.5,51123.0
69.3689542,41.3326551,82.70777777777778,55460.0
69.3696992,41.3802576,44.92307692307692,29797.0
69.3726789,41.3375577,76.0156862745098,49159.78431372549
69.3734238,41.3322873,79.0,43333.166666666664
69.3759135,41.2549462,75.0,33000.0
69.3789461,41.3380839,71.83333333333333,43957.583333333336
69.3809254,41.3625743,50.0,28000.0
69.3845977,41.3542045,55.333333333333336,29966.666666666668
69.3851063,41.3539037,80.0,55000.0
69.3854653,41.3595967,43.5,27250.0
69.3860684,41.34932,51.25,31346.0
69.3864972,41.3537224,70.0,36000.0
69.3875774,41.3427418,76.5,42638.944444444445
69.3875774,41.3475495,78.70833333333333,43112.5
69.3875774,41.3619703,60.644285714285715,42485.71428571428
69.387902,41.3593333,50.0,33000.0
69.3898602,41.3379184,101.625,114250.0
69.3935368,41.3582753,42.0,27750.0
69.4292923,41.4153867,104.66666666666667,70333.33333333333
69.4516388,41.4087377,56.666666666666664,25666.666666666668
69.4635568,41.3869298,68.0,24000.0
69.5320824,41.3202859,40.0,20000.0
69.5886868,41.4245218,45.82,29000.0
